"X18S_BL040126_022." "X18S_BL040223_022." "X18S_BL040322_022." "X18S_BL040419_022." "X18S_BL040525_022." "X18S_BL040628_022." "X18S_BL040719_022." "X18S_BL040831_022." "X18S_BL040929_022." "X18S_BL041019_022." "X18S_BL041116_022." "X18S_BL041214_022." "X18S_BL050120_022." "X18S_BL050215_022." "X18S_BL050309_022." "X18S_BL050413_022." "X18S_BL050510_022." "X18S_BL050607_022." "X18S_BL050705_022." "X18S_BL050803_022." "X18S_BL050913_022." "X18S_BL051004_022." "X18S_BL051108_022." "X18S_BL051213_022."
"OTU_4582" 0 0 1 0 0 0 0 31 10 1 0 8 6 6 1 0 0 0 0 3 1 0 0 9
"OTU_4583" 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_4584" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_4585" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4586" 0 1 0 0 0 0 0 3 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 16
"OTU_4587" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4588" 1 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_4589" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
"OTU_459" 0 0 0 7 0 0 0 0 0 21 25 0 0 0 0 0 0 0 0 0 0 0 382 163
"OTU_4590" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_4591" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"OTU_4592" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"OTU_4593" 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 15
"OTU_4594" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 10
"OTU_4595" 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"OTU_4596" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"OTU_4597" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"OTU_4598" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_4599" 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_46" 9 4 112 76 0 924 100 81 1097 318 743 667 240 90 0 0 476 364 0 2311 56 3 1 541
"OTU_460" 182 0 18 7 0 0 0 0 0 0 11 0 67 0 0 0 0 0 0 0 0 0 0 375
"OTU_4600" 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4601" 0 1 6 0 5 0 1 0 6 1 7 1 5 0 0 0 0 0 0 0 5 1 2 12
"OTU_4602" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"OTU_4603" 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4604" 0 0 3 1 0 0 2 1 2 0 5 1 2 0 0 0 0 1 0 0 0 0 0 4
"OTU_4605" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4606" 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 24
"OTU_4607" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4608" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4609" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56
"OTU_461" 206 0 0 3 0 0 0 0 0 0 10 0 266 0 0 0 0 0 0 0 0 0 0 263
"OTU_4610" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4611" 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
"OTU_4612" 23 0 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4613" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4614" 3 0 3 6 0 0 1 0 0 0 1 0 6 0 0 0 0 0 0 1 2 0 0 8
"OTU_4615" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4616" 0 0 0 0 0 0 0 0 0 26 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4617" 0 0 0 0 0 34 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4618" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4619" 1 0 3 0 0 0 0 2 6 1 2 0 1 0 0 0 18 3 0 3 1 0 0 0
"OTU_462" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 652
"OTU_4620" 10 0 1 4 0 0 128 3 0 0 0 0 21 0 0 40 1 0 0 3 6 1 0 4
"OTU_4621" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
"OTU_4622" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"OTU_4623" 0 8 5 1 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 16
"OTU_4624" 54 0 10 0 0 0 1 0 0 26 26 0 36 0 0 0 116 28 0 0 0 0 0 162
"OTU_4625" 41 24 186 4 21 2 2 123 3 39 64 17 88 10 0 0 92 18 0 39 13 1 0 124
"OTU_4626" 22 4 15 1 1 0 0 0 0 0 2 0 11 0 0 0 0 2 0 1 3 1 1 17
"OTU_4627" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4628" 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4629" 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_463" 0 0 0 0 0 0 0 559 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"OTU_4630" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"OTU_4631" 1 1 0 2 0 0 0 0 0 2 3 3 6 0 0 0 0 0 0 0 1 0 0 12
"OTU_4632" 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 3
"OTU_4633" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"OTU_4634" 0 115 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"OTU_4635" 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4636" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"OTU_4637" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4638" 0 0 24 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 1 0 0 4
"OTU_4639" 0 0 20 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_464" 0 0 0 0 508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4640" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4641" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0
"OTU_4642" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
"OTU_4643" 0 0 6 3 0 0 78 1 0 8 23 0 0 0 2 0 0 0 0 0 0 0 0 2
"OTU_4644" 0 0 2 1 0 0 0 3 3 0 10 1 5 0 0 0 0 2 0 0 0 0 0 8
"OTU_4645" 0 0 0 0 0 0 155 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4646" 2 1 10 1 1 1 0 0 1 0 13 3 14 0 0 0 0 0 0 0 0 2 1 47
"OTU_4647" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4648" 0 4 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 100 0 0 0 0 0 2
"OTU_4649" 0 0 5 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 3 0 0 0 0
"OTU_465" 48 0 252 17 0 0 0 0 0 0 14 0 41 38 0 0 0 0 0 0 72 0 0 71
"OTU_4650" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"OTU_4651" 0 275 1 1 0 0 0 0 0 0 2 3 5 1 0 2 0 0 0 0 1 1 0 47
"OTU_4652" 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 3 0
"OTU_4653" 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 6 1 0
"OTU_4654" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"OTU_4655" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
"OTU_4656" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
"OTU_4657" 0 0 0 98 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 4 3
"OTU_4658" 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4659" 8 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"OTU_466" 0 0 0 27 0 0 0 0 0 175 248 0 5 0 0 21 0 22 0 0 0 0 0 123
"OTU_4660" 0 0 0 0 14 4 0 0 5 0 24 0 0 0 0 0 0 0 0 34 0 0 2 3
"OTU_4661" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6
"OTU_4662" 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 3
"OTU_4663" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_4664" 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4665" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4666" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
"OTU_4667" 0 0 0 0 1 0 1 1 4 1 1 0 0 0 0 0 0 1 1 0 0 0 3 6
"OTU_4668" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4669" 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
"OTU_467" 375 0 31 1 0 0 0 0 0 0 0 0 58 17 0 0 0 0 0 0 23 0 0 115
"OTU_4670" 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4671" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4672" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25
"OTU_4673" 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4674" 0 0 16 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"OTU_4675" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4676" 2 3 5 2 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 3 0 2 2
"OTU_4677" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"OTU_4678" 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
"OTU_4679" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_468" 0 0 0 119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 223 0 0 147 0 0
"OTU_4680" 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4681" 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4682" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4683" 1 0 0 1 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 2 25
"OTU_4684" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
"OTU_4685" 0 0 0 0 0 0 0 0 4 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4686" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4687" 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_4688" 5 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0
"OTU_4689" 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4
"OTU_469" 160 0 2 15 0 0 60 180 324 21 71 117 92 0 0 0 0 40 0 0 59 0 84 114
"OTU_4690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_4691" 0 2 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"OTU_4692" 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0
"OTU_4693" 0 0 1 0 0 9 0 61 9 1 0 4 23 1 5 0 0 3 0 3 2 0 1 12
"OTU_4694" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
"OTU_4695" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4696" 0 0 0 0 0 0 0 0 0 25 9 0 0 0 0 0 0 0 0 0 1 0 0 46
"OTU_4697" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4698" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_4699" 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
"OTU_47" 1938 1156 0 18 0 0 0 0 575 68 13 0 3465 0 0 0 0 0 0 2 0 0 4 1056
"OTU_470" 0 0 0 0 0 0 0 201 0 351 20 7 0 0 0 0 0 0 0 0 0 0 29 23
"OTU_4700" 0 0 0 0 0 5 0 0 0 6 3 0 1 0 0 0 0 0 0 0 0 0 3 4
"OTU_4701" 1 4 2 0 0 0 0 0 0 0 0 2 8 0 0 0 0 0 0 0 8 1 0 14
"OTU_4702" 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 6 0 0 17
"OTU_4703" 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"OTU_4704" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4705" 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_4706" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76 0
"OTU_4707" 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 19
"OTU_4708" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_4709" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"OTU_471" 0 0 535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4710" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_4711" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4712" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"OTU_4713" 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 29
"OTU_4714" 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 9
"OTU_4715" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0
"OTU_4716" 29 5 2 0 0 0 0 0 0 0 0 0 14 5 0 0 0 0 0 0 1 5 1 4
"OTU_4717" 1 0 0 0 1 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0
"OTU_4718" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_4719" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"OTU_472" 4 1 17 3 0 699 0 0 0 40 94 144 43 0 0 0 135 24 2 0 8 0 330 443
"OTU_4720" 0 0 1 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4721" 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0
"OTU_4722" 0 0 0 0 0 0 0 0 0 0 16 0 28 0 0 0 0 7 0 0 0 0 0 17
"OTU_4723" 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
"OTU_4724" 541 46 108 127 0 0 1 0 101 166 98 129 772 27 0 0 0 0 0 0 168 0 0 2175
"OTU_4725" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_4726" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4
"OTU_4727" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4728" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18
"OTU_4729" 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 8
"OTU_473" 306 0 68 5 0 0 0 0 0 0 32 0 85 0 0 0 0 0 0 0 0 0 0 109
"OTU_4730" 448 155 647 48 0 1 0 0 0 1 74 131 781 31 0 0 0 0 0 0 481 169 65 866
"OTU_4731" 0 0 2 0 0 3 0 62 4 0 0 2 24 6 5 0 0 3 0 7 7 0 0 12
"OTU_4732" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"OTU_4733" 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_4734" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4735" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4736" 0 0 0 0 0 0 2 7 2 0 4 0 2 1 1 0 0 3 0 3 0 0 1 1
"OTU_4737" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4
"OTU_4738" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4739" 0 0 0 2 1 0 1 4 3 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0
"OTU_474" 2 0 6 3 0 0 187 4 0 0 0 0 47 0 2 0 1 426 0 0 0 0 2 0
"OTU_4740" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4741" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4742" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4743" 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4744" 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 1
"OTU_4745" 8 0 0 0 0 0 0 0 1 1 1 0 10 0 0 0 0 0 0 0 1 0 0 26
"OTU_4746" 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0
"OTU_4747" 0 0 0 0 0 0 0 0 0 0 77 19 0 0 0 0 0 0 0 0 0 0 0 37
"OTU_4748" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
"OTU_4749" 7 0 6 0 0 0 0 0 0 0 3 2 5 0 0 0 0 2 0 0 0 0 2 19
"OTU_475" 0 0 0 0 0 551 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0
"OTU_4750" 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0
"OTU_4751" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"OTU_4752" 0 0 0 0 0 0 0 0 2 0 0 0 8 0 0 0 0 1 0 0 0 0 0 2
"OTU_4753" 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4754" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_4755" 0 0 3 0 0 0 0 13 0 28 0 0 2 0 0 0 0 0 0 0 0 0 0 5
"OTU_4756" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4757" 0 0 9 0 3 0 0 2 5 6 1 2 1 0 0 0 0 7 3 0 0 0 2 3
"OTU_4758" 5 0 5 3 0 0 0 10 21 5 7 0 5 0 0 0 0 0 0 8 0 0 3 25
"OTU_4759" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 5 0
"OTU_476" 0 0 17 7 0 0 0 0 1 0 0 1 96 0 0 0 0 0 0 0 1 0 0 470
"OTU_4760" 53 249 32 13 0 0 0 0 0 1 19 105 545 292 0 0 0 0 0 0 57 417 239 248
"OTU_4761" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4762" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4763" 1 1 0 0 0 0 0 0 0 0 0 2 3 6 0 0 0 0 0 0 0 5 0 0
"OTU_4764" 0 0 3 0 0 0 0 2 1 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0
"OTU_4765" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"OTU_4766" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"OTU_4767" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"OTU_4768" 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 6 0 0
"OTU_4769" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_477" 0 0 0 0 0 9 432 384 67 45 3 0 0 0 0 0 57 148 0 0 0 0 0 43
"OTU_4770" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4771" 1 0 14 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4772" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"OTU_4773" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"OTU_4774" 0 0 0 0 0 0 0 2 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"OTU_4775" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_4776" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_4777" 5 0 0 1 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_4778" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 13 0 0 0 28
"OTU_4779" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_478" 0 0 4 0 0 0 0 0 0 0 213 62 144 0 0 0 0 0 0 0 22 0 119 0
"OTU_4780" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0
"OTU_4781" 2 25 4 0 0 0 0 0 0 0 0 6 20 4 0 0 0 0 0 0 0 18 14 14
"OTU_4782" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11
"OTU_4783" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_4784" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"OTU_4785" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_4786" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4787" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_4788" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0
"OTU_4789" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_479" 0 0 0 0 0 525 0 0 0 0 178 0 0 0 0 0 0 20 0 0 0 0 0 5
"OTU_4790" 0 0 0 0 0 0 0 0 0 0 0 0 20 53 0 0 0 0 0 0 95 0 0 55
"OTU_4791" 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0
"OTU_4792" 5 0 2 0 0 0 0 0 0 0 2 1 5 0 0 0 0 0 0 0 0 2 0 4
"OTU_4793" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"OTU_4794" 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4795" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4796" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4797" 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_4798" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
